id,subject,topic_candidates,pdf,page_start,page_end,status
113-2-55-74,放射線治療原理與技術學,輻射防護與法規;CT原理與技術;神經系統,sources/113_2/55_Q.pdf,15,15,keyword_candidates_require_tutor_review
113-2-55-75,放射線治療原理與技術學,輻射量與劑量學;放射治療計畫與劑量;放療設備與品保,sources/113_2/55_Q.pdf,15,15,keyword_candidates_require_tutor_review
113-2-55-76,放射線治療原理與技術學,半衰期與活度;輻射量與劑量學;偵檢器與計數統計;底片與影像接受器;放療設備與品保,sources/113_2/55_Q.pdf,16,16,keyword_candidates_require_tutor_review
113-2-55-77,放射線治療原理與技術學,癌症與臨床放療;骨骼肌肉解剖與病理;消化系統;泌尿與生殖系統,sources/113_2/55_Q.pdf,16,16,keyword_candidates_require_tutor_review
113-2-55-78,放射線治療原理與技術學,輻射防護與法規;放療設備與品保,sources/113_2/55_Q.pdf,16,16,keyword_candidates_require_tutor_review
113-2-55-79,放射線治療原理與技術學,輻射防護與法規;放療設備與品保;近接與特殊放療,sources/113_2/55_Q.pdf,16,16,keyword_candidates_require_tutor_review
113-2-55-80,放射線治療原理與技術學,輻射防護與法規;放療設備與品保,sources/113_2/55_Q.pdf,16,16,keyword_candidates_require_tutor_review
113-2-66-01,核子醫學診療原理與技術學,半衰期與活度;核醫器官檢查;癌症與臨床放療;神經系統;心血管系統;內分泌與代謝,sources/113_2/66_Q.pdf,1,1,keyword_candidates_require_tutor_review
113-2-66-02,核子醫學診療原理與技術學,放射藥物與核種製備;消化系統;泌尿與生殖系統,sources/113_2/66_Q.pdf,1,1,keyword_candidates_require_tutor_review
113-2-66-03,核子醫學診療原理與技術學,血液免疫與一般病理,sources/113_2/66_Q.pdf,1,1,keyword_candidates_require_tutor_review
113-2-66-04,核子醫學診療原理與技術學,放射藥物與核種製備,sources/113_2/66_Q.pdf,1,1,keyword_candidates_require_tutor_review
113-2-66-05,核子醫學診療原理與技術學,核衰變與核種平衡;放射藥物與核種製備,sources/113_2/66_Q.pdf,1,2,keyword_candidates_require_tutor_review
113-2-66-06,核子醫學診療原理與技術學,放射生物學;癌症與臨床放療,sources/113_2/66_Q.pdf,2,2,keyword_candidates_require_tutor_review
113-2-66-07,核子醫學診療原理與技術學,MRI原理與技術;神經系統;內分泌與代謝,sources/113_2/66_Q.pdf,2,2,keyword_candidates_require_tutor_review
113-2-66-08,核子醫學診療原理與技術學,MRI原理與技術;核醫PET;放射藥物與核種製備;心血管系統,sources/113_2/66_Q.pdf,2,2,keyword_candidates_require_tutor_review
113-2-66-09,核子醫學診療原理與技術學,核衰變與核種平衡;半衰期與活度,sources/113_2/66_Q.pdf,2,2,keyword_candidates_require_tutor_review
113-2-66-10,核子醫學診療原理與技術學,半衰期與活度;放射藥物與核種製備;癌症與臨床放療;血液免疫與一般病理,sources/113_2/66_Q.pdf,2,3,keyword_candidates_require_tutor_review
113-2-66-11,核子醫學診療原理與技術學,攝影擺位與投照,sources/113_2/66_Q.pdf,3,3,keyword_candidates_require_tutor_review
113-2-66-12,核子醫學診療原理與技術學,放射藥物與核種製備;心血管系統,sources/113_2/66_Q.pdf,3,3,keyword_candidates_require_tutor_review
113-2-66-13,核子醫學診療原理與技術學,癌症與臨床放療,sources/113_2/66_Q.pdf,3,3,keyword_candidates_require_tutor_review
113-2-66-14,核子醫學診療原理與技術學,核衰變與核種平衡,sources/113_2/66_Q.pdf,3,3,keyword_candidates_require_tutor_review
113-2-66-15,核子醫學診療原理與技術學,,sources/113_2/66_Q.pdf,3,4,keyword_candidates_require_tutor_review
113-2-66-16,核子醫學診療原理與技術學,核衰變與核種平衡;半衰期與活度;衰減與屏蔽;放射藥物與核種製備,sources/113_2/66_Q.pdf,4,4,keyword_candidates_require_tutor_review
113-2-66-17,核子醫學診療原理與技術學,心血管系統,sources/113_2/66_Q.pdf,4,4,keyword_candidates_require_tutor_review
113-2-66-18,核子醫學診療原理與技術學,衰減與屏蔽;影像品質與數位影像;放射藥物與核種製備;核醫器官檢查;心血管系統,sources/113_2/66_Q.pdf,4,4,keyword_candidates_require_tutor_review
113-2-66-19,核子醫學診療原理與技術學,放射藥物與核種製備;神經系統;泌尿與生殖系統,sources/113_2/66_Q.pdf,4,4,keyword_candidates_require_tutor_review
113-2-66-20,核子醫學診療原理與技術學,放射藥物與核種製備;神經系統,sources/113_2/66_Q.pdf,4,5,keyword_candidates_require_tutor_review
113-2-66-21,核子醫學診療原理與技術學,MRI原理與技術;核醫SPECT與加馬攝影機;神經系統,sources/113_2/66_Q.pdf,5,5,keyword_candidates_require_tutor_review
113-2-66-22,核子醫學診療原理與技術學,神經系統,sources/113_2/66_Q.pdf,5,5,keyword_candidates_require_tutor_review
113-2-66-23,核子醫學診療原理與技術學,神經系統,sources/113_2/66_Q.pdf,5,5,keyword_candidates_require_tutor_review
113-2-66-24,核子醫學診療原理與技術學,心血管系統,sources/113_2/66_Q.pdf,5,5,keyword_candidates_require_tutor_review
113-2-66-25,核子醫學診療原理與技術學,心血管系統;呼吸系統,sources/113_2/66_Q.pdf,5,5,keyword_candidates_require_tutor_review
113-2-66-26,核子醫學診療原理與技術學,核醫器官檢查;心血管系統,sources/113_2/66_Q.pdf,5,6,keyword_candidates_require_tutor_review
113-2-66-27,核子醫學診療原理與技術學,放射藥物與核種製備;核醫器官檢查;心血管系統,sources/113_2/66_Q.pdf,6,6,keyword_candidates_require_tutor_review
113-2-66-28,核子醫學診療原理與技術學,核衰變與核種平衡;核醫PET;癌症與臨床放療,sources/113_2/66_Q.pdf,6,6,keyword_candidates_require_tutor_review
113-2-66-29,核子醫學診療原理與技術學,癌症與臨床放療;神經系統;呼吸系統;消化系統;內分泌與代謝,sources/113_2/66_Q.pdf,6,6,keyword_candidates_require_tutor_review
113-2-66-30,核子醫學診療原理與技術學,放射藥物與核種製備;癌症與臨床放療;骨骼肌肉解剖與病理;內分泌與代謝,sources/113_2/66_Q.pdf,6,6,keyword_candidates_require_tutor_review
113-2-66-31,核子醫學診療原理與技術學,核醫SPECT與加馬攝影機,sources/113_2/66_Q.pdf,6,7,keyword_candidates_require_tutor_review
113-2-66-32,核子醫學診療原理與技術學,攝影擺位與投照;神經系統;內分泌與代謝,sources/113_2/66_Q.pdf,7,7,keyword_candidates_require_tutor_review
113-2-66-33,核子醫學診療原理與技術學,MRI原理與技術;癌症與臨床放療,sources/113_2/66_Q.pdf,7,7,keyword_candidates_require_tutor_review
113-2-66-34,核子醫學診療原理與技術學,核衰變與核種平衡;核醫PET;癌症與臨床放療;消化系統;內分泌與代謝,sources/113_2/66_Q.pdf,7,7,keyword_candidates_require_tutor_review
113-2-66-35,核子醫學診療原理與技術學,核衰變與核種平衡;衰減與屏蔽;底片與影像接受器;核醫PET;放療設備與品保;對比劑與特殊攝影,sources/113_2/66_Q.pdf,7,7,keyword_candidates_require_tutor_review
113-2-66-36,核子醫學診療原理與技術學,放射藥物與核種製備;骨骼肌肉解剖與病理,sources/113_2/66_Q.pdf,7,7,keyword_candidates_require_tutor_review
113-2-66-37,核子醫學診療原理與技術學,核醫PET;癌症與臨床放療;神經系統;泌尿與生殖系統;血液免疫與一般病理,sources/113_2/66_Q.pdf,7,8,keyword_candidates_require_tutor_review
113-2-66-38,核子醫學診療原理與技術學,MRI原理與技術;放射藥物與核種製備;攝影擺位與投照;泌尿與生殖系統,sources/113_2/66_Q.pdf,8,8,keyword_candidates_require_tutor_review
113-2-66-39,核子醫學診療原理與技術學,核醫器官檢查;泌尿與生殖系統,sources/113_2/66_Q.pdf,8,8,keyword_candidates_require_tutor_review
113-2-66-40,核子醫學診療原理與技術學,偵檢器與計數統計;MRI原理與技術;放射藥物與核種製備;內分泌與代謝,sources/113_2/66_Q.pdf,8,8,keyword_candidates_require_tutor_review
113-2-66-41,核子醫學診療原理與技術學,偵檢器與計數統計;MRI原理與技術;放射藥物與核種製備;內分泌與代謝,sources/113_2/66_Q.pdf,8,9,keyword_candidates_require_tutor_review
113-2-66-42,核子醫學診療原理與技術學,泌尿與生殖系統,sources/113_2/66_Q.pdf,9,9,keyword_candidates_require_tutor_review
113-2-66-43,核子醫學診療原理與技術學,呼吸系統;消化系統;內分泌與代謝,sources/113_2/66_Q.pdf,9,10,keyword_candidates_require_tutor_review
113-2-66-44,核子醫學診療原理與技術學,核醫PET;癌症與臨床放療;神經系統;內分泌與代謝,sources/113_2/66_Q.pdf,10,10,keyword_candidates_require_tutor_review
113-2-66-45,核子醫學診療原理與技術學,偵檢器與計數統計;放射藥物與核種製備;內分泌與代謝,sources/113_2/66_Q.pdf,10,11,keyword_candidates_require_tutor_review
113-2-66-46,核子醫學診療原理與技術學,半衰期與活度;偵檢器與計數統計;內分泌與代謝,sources/113_2/66_Q.pdf,11,11,keyword_candidates_require_tutor_review
113-2-66-47,核子醫學診療原理與技術學,放射藥物與核種製備;消化系統;內分泌與代謝,sources/113_2/66_Q.pdf,11,11,keyword_candidates_require_tutor_review
113-2-66-48,核子醫學診療原理與技術學,MRI原理與技術;核醫PET;放射藥物與核種製備;血液免疫與一般病理,sources/113_2/66_Q.pdf,11,11,keyword_candidates_require_tutor_review
113-2-66-49,核子醫學診療原理與技術學,放射藥物與核種製備;消化系統,sources/113_2/66_Q.pdf,11,11,keyword_candidates_require_tutor_review
113-2-66-50,核子醫學診療原理與技術學,MRI原理與技術;放射藥物與核種製備;攝影擺位與投照;消化系統;血液免疫與一般病理,sources/113_2/66_Q.pdf,11,11,keyword_candidates_require_tutor_review
113-2-66-51,核子醫學診療原理與技術學,偵檢器與計數統計;影像品質與數位影像,sources/113_2/66_Q.pdf,11,12,keyword_candidates_require_tutor_review
113-2-66-52,核子醫學診療原理與技術學,放射藥物與核種製備;心血管系統;消化系統;血液免疫與一般病理,sources/113_2/66_Q.pdf,12,12,keyword_candidates_require_tutor_review
113-2-66-53,核子醫學診療原理與技術學,放射藥物與核種製備;核醫器官檢查,sources/113_2/66_Q.pdf,12,12,keyword_candidates_require_tutor_review
113-2-66-54,核子醫學診療原理與技術學,核醫器官檢查;骨骼肌肉解剖與病理,sources/113_2/66_Q.pdf,12,12,keyword_candidates_require_tutor_review
113-2-66-55,核子醫學診療原理與技術學,MRI原理與技術;放射藥物與核種製備,sources/113_2/66_Q.pdf,12,12,keyword_candidates_require_tutor_review
113-2-66-56,核子醫學診療原理與技術學,放射生物學;放射藥物與核種製備;消化系統,sources/113_2/66_Q.pdf,12,12,keyword_candidates_require_tutor_review
113-2-66-57,核子醫學診療原理與技術學,半衰期與活度,sources/113_2/66_Q.pdf,13,13,keyword_candidates_require_tutor_review
113-2-66-58,核子醫學診療原理與技術學,,sources/113_2/66_Q.pdf,13,13,keyword_candidates_require_tutor_review
113-2-66-59,核子醫學診療原理與技術學,血液免疫與一般病理,sources/113_2/66_Q.pdf,13,13,keyword_candidates_require_tutor_review
113-2-66-60,核子醫學診療原理與技術學,偵檢器與計數統計;血液免疫與一般病理,sources/113_2/66_Q.pdf,13,13,keyword_candidates_require_tutor_review
113-2-66-61,核子醫學診療原理與技術學,,sources/113_2/66_Q.pdf,13,13,keyword_candidates_require_tutor_review
113-2-66-62,核子醫學診療原理與技術學,癌症與臨床放療;神經系統;內分泌與代謝,sources/113_2/66_Q.pdf,13,14,keyword_candidates_require_tutor_review
113-2-66-63,核子醫學診療原理與技術學,衰減與屏蔽,sources/113_2/66_Q.pdf,14,14,keyword_candidates_require_tutor_review
113-2-66-64,核子醫學診療原理與技術學,衰減與屏蔽;放射藥物與核種製備,sources/113_2/66_Q.pdf,14,14,keyword_candidates_require_tutor_review
113-2-66-65,核子醫學診療原理與技術學,衰減與屏蔽;輻射量與劑量學;偵檢器與計數統計;輻射防護與法規;癌症與臨床放療;骨骼肌肉解剖與病理,sources/113_2/66_Q.pdf,14,14,keyword_candidates_require_tutor_review
113-2-66-66,核子醫學診療原理與技術學,癌症與臨床放療;內分泌與代謝,sources/113_2/66_Q.pdf,14,14,keyword_candidates_require_tutor_review
113-2-66-67,核子醫學診療原理與技術學,骨骼肌肉解剖與病理,sources/113_2/66_Q.pdf,14,14,keyword_candidates_require_tutor_review
113-2-66-68,核子醫學診療原理與技術學,,sources/113_2/66_Q.pdf,14,15,keyword_candidates_require_tutor_review
113-2-66-69,核子醫學診療原理與技術學,半衰期與活度;偵檢器與計數統計;放射藥物與核種製備,sources/113_2/66_Q.pdf,15,15,keyword_candidates_require_tutor_review
113-2-66-70,核子醫學診療原理與技術學,影像品質與數位影像,sources/113_2/66_Q.pdf,15,15,keyword_candidates_require_tutor_review
113-2-66-71,核子醫學診療原理與技術學,影像品質與數位影像;癌症與臨床放療;骨骼肌肉解剖與病理,sources/113_2/66_Q.pdf,15,15,keyword_candidates_require_tutor_review
113-2-66-72,核子醫學診療原理與技術學,,sources/113_2/66_Q.pdf,15,15,keyword_candidates_require_tutor_review
113-2-66-73,核子醫學診療原理與技術學,核醫PET;對比劑與特殊攝影;消化系統,sources/113_2/66_Q.pdf,15,16,keyword_candidates_require_tutor_review
113-2-66-74,核子醫學診療原理與技術學,偵檢器與計數統計;MRI原理與技術;底片與影像接受器;放療設備與品保,sources/113_2/66_Q.pdf,16,16,keyword_candidates_require_tutor_review
113-2-66-75,核子醫學診療原理與技術學,偵檢器與計數統計,sources/113_2/66_Q.pdf,16,16,keyword_candidates_require_tutor_review
113-2-66-76,核子醫學診療原理與技術學,偵檢器與計數統計,sources/113_2/66_Q.pdf,16,16,keyword_candidates_require_tutor_review
113-2-66-77,核子醫學診療原理與技術學,,sources/113_2/66_Q.pdf,16,16,keyword_candidates_require_tutor_review
113-2-66-78,核子醫學診療原理與技術學,偵檢器與計數統計,sources/113_2/66_Q.pdf,16,16,keyword_candidates_require_tutor_review
113-2-66-79,核子醫學診療原理與技術學,半衰期與活度,sources/113_2/66_Q.pdf,16,17,keyword_candidates_require_tutor_review
113-2-66-80,核子醫學診療原理與技術學,MRI原理與技術;放射藥物與核種製備,sources/113_2/66_Q.pdf,17,17,keyword_candidates_require_tutor_review
114-1-0108-01,基礎醫學（包括解剖學、生理學與病理學）,,sources/114_1/0108_Q.pdf,1,1,keyword_candidates_require_tutor_review
114-1-0108-02,基礎醫學（包括解剖學、生理學與病理學）,放射生物學;骨骼肌肉解剖與病理;呼吸系統;消化系統,sources/114_1/0108_Q.pdf,1,1,keyword_candidates_require_tutor_review
114-1-0108-03,基礎醫學（包括解剖學、生理學與病理學）,MRI原理與技術;神經系統,sources/114_1/0108_Q.pdf,1,1,keyword_candidates_require_tutor_review
114-1-0108-04,基礎醫學（包括解剖學、生理學與病理學）,骨骼肌肉解剖與病理,sources/114_1/0108_Q.pdf,1,1,keyword_candidates_require_tutor_review
114-1-0108-05,基礎醫學（包括解剖學、生理學與病理學）,骨骼肌肉解剖與病理,sources/114_1/0108_Q.pdf,1,2,keyword_candidates_require_tutor_review
114-1-0108-06,基礎醫學（包括解剖學、生理學與病理學）,骨骼肌肉解剖與病理;神經系統,sources/114_1/0108_Q.pdf,2,2,keyword_candidates_require_tutor_review
114-1-0108-07,基礎醫學（包括解剖學、生理學與病理學）,骨骼肌肉解剖與病理;神經系統,sources/114_1/0108_Q.pdf,2,2,keyword_candidates_require_tutor_review
114-1-0108-08,基礎醫學（包括解剖學、生理學與病理學）,,sources/114_1/0108_Q.pdf,2,2,keyword_candidates_require_tutor_review
114-1-0108-09,基礎醫學（包括解剖學、生理學與病理學）,骨骼肌肉解剖與病理,sources/114_1/0108_Q.pdf,2,2,keyword_candidates_require_tutor_review
114-1-0108-10,基礎醫學（包括解剖學、生理學與病理學）,骨骼肌肉解剖與病理,sources/114_1/0108_Q.pdf,2,2,keyword_candidates_require_tutor_review
114-1-0108-11,基礎醫學（包括解剖學、生理學與病理學）,神經系統,sources/114_1/0108_Q.pdf,2,3,keyword_candidates_require_tutor_review
114-1-0108-12,基礎醫學（包括解剖學、生理學與病理學）,,sources/114_1/0108_Q.pdf,3,3,keyword_candidates_require_tutor_review
114-1-0108-13,基礎醫學（包括解剖學、生理學與病理學）,骨骼肌肉解剖與病理;神經系統,sources/114_1/0108_Q.pdf,3,3,keyword_candidates_require_tutor_review
114-1-0108-14,基礎醫學（包括解剖學、生理學與病理學）,神經系統,sources/114_1/0108_Q.pdf,3,3,keyword_candidates_require_tutor_review
114-1-0108-15,基礎醫學（包括解剖學、生理學與病理學）,骨骼肌肉解剖與病理;神經系統,sources/114_1/0108_Q.pdf,3,3,keyword_candidates_require_tutor_review
114-1-0108-16,基礎醫學（包括解剖學、生理學與病理學）,神經系統,sources/114_1/0108_Q.pdf,3,3,keyword_candidates_require_tutor_review
114-1-0108-17,基礎醫學（包括解剖學、生理學與病理學）,神經系統,sources/114_1/0108_Q.pdf,3,4,keyword_candidates_require_tutor_review
114-1-0108-18,基礎醫學（包括解剖學、生理學與病理學）,神經系統,sources/114_1/0108_Q.pdf,4,4,keyword_candidates_require_tutor_review
114-1-0108-19,基礎醫學（包括解剖學、生理學與病理學）,神經系統,sources/114_1/0108_Q.pdf,4,4,keyword_candidates_require_tutor_review
114-1-0108-20,基礎醫學（包括解剖學、生理學與病理學）,神經系統,sources/114_1/0108_Q.pdf,4,4,keyword_candidates_require_tutor_review
114-1-0108-21,基礎醫學（包括解剖學、生理學與病理學）,神經系統;內分泌與代謝,sources/114_1/0108_Q.pdf,4,4,keyword_candidates_require_tutor_review
114-1-0108-22,基礎醫學（包括解剖學、生理學與病理學）,MRI原理與技術;骨骼肌肉解剖與病理,sources/114_1/0108_Q.pdf,4,4,keyword_candidates_require_tutor_review
114-1-0108-23,基礎醫學（包括解剖學、生理學與病理學）,MRI原理與技術;血液免疫與一般病理,sources/114_1/0108_Q.pdf,4,5,keyword_candidates_require_tutor_review
114-1-0108-24,基礎醫學（包括解剖學、生理學與病理學）,MRI原理與技術;血液免疫與一般病理,sources/114_1/0108_Q.pdf,5,5,keyword_candidates_require_tutor_review
114-1-0108-25,基礎醫學（包括解剖學、生理學與病理學）,骨骼肌肉解剖與病理,sources/114_1/0108_Q.pdf,5,5,keyword_candidates_require_tutor_review
114-1-0108-26,基礎醫學（包括解剖學、生理學與病理學）,,sources/114_1/0108_Q.pdf,5,5,keyword_candidates_require_tutor_review
114-1-0108-27,基礎醫學（包括解剖學、生理學與病理學）,神經系統;心血管系統,sources/114_1/0108_Q.pdf,5,5,keyword_candidates_require_tutor_review
114-1-0108-28,基礎醫學（包括解剖學、生理學與病理學）,神經系統;心血管系統,sources/114_1/0108_Q.pdf,5,5,keyword_candidates_require_tutor_review
114-1-0108-29,基礎醫學（包括解剖學、生理學與病理學）,,sources/114_1/0108_Q.pdf,5,6,keyword_candidates_require_tutor_review
114-1-0108-30,基礎醫學（包括解剖學、生理學與病理學）,消化系統,sources/114_1/0108_Q.pdf,6,6,keyword_candidates_require_tutor_review
114-1-0108-31,基礎醫學（包括解剖學、生理學與病理學）,骨骼肌肉解剖與病理,sources/114_1/0108_Q.pdf,6,6,keyword_candidates_require_tutor_review
114-1-0108-32,基礎醫學（包括解剖學、生理學與病理學）,骨骼肌肉解剖與病理;泌尿與生殖系統,sources/114_1/0108_Q.pdf,6,6,keyword_candidates_require_tutor_review
114-1-0108-33,基礎醫學（包括解剖學、生理學與病理學）,泌尿與生殖系統,sources/114_1/0108_Q.pdf,6,6,keyword_candidates_require_tutor_review
114-1-0108-34,基礎醫學（包括解剖學、生理學與病理學）,MRI原理與技術;泌尿與生殖系統,sources/114_1/0108_Q.pdf,6,7,keyword_candidates_require_tutor_review
114-1-0108-35,基礎醫學（包括解剖學、生理學與病理學）,,sources/114_1/0108_Q.pdf,7,7,keyword_candidates_require_tutor_review
114-1-0108-36,基礎醫學（包括解剖學、生理學與病理學）,MRI原理與技術;骨骼肌肉解剖與病理;消化系統,sources/114_1/0108_Q.pdf,7,7,keyword_candidates_require_tutor_review
114-1-0108-37,基礎醫學（包括解剖學、生理學與病理學）,骨骼肌肉解剖與病理;神經系統,sources/114_1/0108_Q.pdf,7,7,keyword_candidates_require_tutor_review
114-1-0108-38,基礎醫學（包括解剖學、生理學與病理學）,,sources/114_1/0108_Q.pdf,7,7,keyword_candidates_require_tutor_review
114-1-0108-39,基礎醫學（包括解剖學、生理學與病理學）,MRI原理與技術;攝影擺位與投照;內分泌與代謝,sources/114_1/0108_Q.pdf,7,7,keyword_candidates_require_tutor_review
114-1-0108-40,基礎醫學（包括解剖學、生理學與病理學）,神經系統;呼吸系統,sources/114_1/0108_Q.pdf,7,8,keyword_candidates_require_tutor_review
114-1-0108-41,基礎醫學（包括解剖學、生理學與病理學）,神經系統,sources/114_1/0108_Q.pdf,8,8,keyword_candidates_require_tutor_review
114-1-0108-42,基礎醫學（包括解剖學、生理學與病理學）,骨骼肌肉解剖與病理,sources/114_1/0108_Q.pdf,8,8,keyword_candidates_require_tutor_review
114-1-0108-43,基礎醫學（包括解剖學、生理學與病理學）,骨骼肌肉解剖與病理,sources/114_1/0108_Q.pdf,8,8,keyword_candidates_require_tutor_review
114-1-0108-44,基礎醫學（包括解剖學、生理學與病理學）,骨骼肌肉解剖與病理;神經系統,sources/114_1/0108_Q.pdf,8,8,keyword_candidates_require_tutor_review
114-1-0108-45,基礎醫學（包括解剖學、生理學與病理學）,心血管系統,sources/114_1/0108_Q.pdf,8,8,keyword_candidates_require_tutor_review
114-1-0108-46,基礎醫學（包括解剖學、生理學與病理學）,,sources/114_1/0108_Q.pdf,8,9,keyword_candidates_require_tutor_review
114-1-0108-47,基礎醫學（包括解剖學、生理學與病理學）,,sources/114_1/0108_Q.pdf,9,9,keyword_candidates_require_tutor_review
114-1-0108-48,基礎醫學（包括解剖學、生理學與病理學）,呼吸系統,sources/114_1/0108_Q.pdf,9,9,keyword_candidates_require_tutor_review
114-1-0108-49,基礎醫學（包括解剖學、生理學與病理學）,MRI原理與技術,sources/114_1/0108_Q.pdf,9,9,keyword_candidates_require_tutor_review
114-1-0108-50,基礎醫學（包括解剖學、生理學與病理學）,泌尿與生殖系統,sources/114_1/0108_Q.pdf,9,9,keyword_candidates_require_tutor_review
114-1-0108-51,基礎醫學（包括解剖學、生理學與病理學）,泌尿與生殖系統,sources/114_1/0108_Q.pdf,9,9,keyword_candidates_require_tutor_review
114-1-0108-52,基礎醫學（包括解剖學、生理學與病理學）,癌症與臨床放療;消化系統,sources/114_1/0108_Q.pdf,9,10,keyword_candidates_require_tutor_review
114-1-0108-53,基礎醫學（包括解剖學、生理學與病理學）,,sources/114_1/0108_Q.pdf,10,10,keyword_candidates_require_tutor_review
114-1-0108-54,基礎醫學（包括解剖學、生理學與病理學）,消化系統,sources/114_1/0108_Q.pdf,10,10,keyword_candidates_require_tutor_review
114-1-0108-55,基礎醫學（包括解剖學、生理學與病理學）,內分泌與代謝,sources/114_1/0108_Q.pdf,10,10,keyword_candidates_require_tutor_review
114-1-0108-56,基礎醫學（包括解剖學、生理學與病理學）,消化系統;內分泌與代謝,sources/114_1/0108_Q.pdf,10,10,keyword_candidates_require_tutor_review
114-1-0108-57,基礎醫學（包括解剖學、生理學與病理學）,內分泌與代謝,sources/114_1/0108_Q.pdf,10,10,keyword_candidates_require_tutor_review
114-1-0108-58,基礎醫學（包括解剖學、生理學與病理學）,癌症與臨床放療;神經系統;泌尿與生殖系統;內分泌與代謝,sources/114_1/0108_Q.pdf,10,11,keyword_candidates_require_tutor_review
114-1-0108-59,基礎醫學（包括解剖學、生理學與病理學）,癌症與臨床放療;血液免疫與一般病理,sources/114_1/0108_Q.pdf,11,11,keyword_candidates_require_tutor_review
114-1-0108-60,基礎醫學（包括解剖學、生理學與病理學）,,sources/114_1/0108_Q.pdf,11,11,keyword_candidates_require_tutor_review
114-1-0108-61,基礎醫學（包括解剖學、生理學與病理學）,血液免疫與一般病理,sources/114_1/0108_Q.pdf,11,11,keyword_candidates_require_tutor_review
114-1-0108-62,基礎醫學（包括解剖學、生理學與病理學）,MRI原理與技術;血液免疫與一般病理,sources/114_1/0108_Q.pdf,11,11,keyword_candidates_require_tutor_review
114-1-0108-63,基礎醫學（包括解剖學、生理學與病理學）,,sources/114_1/0108_Q.pdf,11,12,keyword_candidates_require_tutor_review
114-1-0108-64,基礎醫學（包括解剖學、生理學與病理學）,放射生物學;癌症與臨床放療,sources/114_1/0108_Q.pdf,12,12,keyword_candidates_require_tutor_review
114-1-0108-65,基礎醫學（包括解剖學、生理學與病理學）,MRI原理與技術;放射藥物與核種製備;癌症與臨床放療;呼吸系統;消化系統,sources/114_1/0108_Q.pdf,12,12,keyword_candidates_require_tutor_review
114-1-0108-66,基礎醫學（包括解剖學、生理學與病理學）,輻射量與劑量學;心血管系統;呼吸系統,sources/114_1/0108_Q.pdf,12,12,keyword_candidates_require_tutor_review
114-1-0108-67,基礎醫學（包括解剖學、生理學與病理學）,,sources/114_1/0108_Q.pdf,12,12,keyword_candidates_require_tutor_review
114-1-0108-68,基礎醫學（包括解剖學、生理學與病理學）,血液免疫與一般病理,sources/114_1/0108_Q.pdf,12,12,keyword_candidates_require_tutor_review
114-1-0108-69,基礎醫學（包括解剖學、生理學與病理學）,,sources/114_1/0108_Q.pdf,12,13,keyword_candidates_require_tutor_review
114-1-0108-70,基礎醫學（包括解剖學、生理學與病理學）,癌症與臨床放療,sources/114_1/0108_Q.pdf,13,13,keyword_candidates_require_tutor_review
114-1-0108-71,基礎醫學（包括解剖學、生理學與病理學）,神經系統,sources/114_1/0108_Q.pdf,13,13,keyword_candidates_require_tutor_review
114-1-0108-72,基礎醫學（包括解剖學、生理學與病理學）,神經系統,sources/114_1/0108_Q.pdf,13,13,keyword_candidates_require_tutor_review
114-1-0108-73,基礎醫學（包括解剖學、生理學與病理學）,,sources/114_1/0108_Q.pdf,13,13,keyword_candidates_require_tutor_review
114-1-0108-74,基礎醫學（包括解剖學、生理學與病理學）,MRI原理與技術;血液免疫與一般病理,sources/114_1/0108_Q.pdf,13,13,keyword_candidates_require_tutor_review
114-1-0108-75,基礎醫學（包括解剖學、生理學與病理學）,癌症與臨床放療;泌尿與生殖系統,sources/114_1/0108_Q.pdf,13,14,keyword_candidates_require_tutor_review
114-1-0108-76,基礎醫學（包括解剖學、生理學與病理學）,癌症與臨床放療;泌尿與生殖系統,sources/114_1/0108_Q.pdf,14,14,keyword_candidates_require_tutor_review
114-1-0108-77,基礎醫學（包括解剖學、生理學與病理學）,放射藥物與核種製備;癌症與臨床放療;內分泌與代謝,sources/114_1/0108_Q.pdf,14,14,keyword_candidates_require_tutor_review
114-1-0108-78,基礎醫學（包括解剖學、生理學與病理學）,心血管系統;內分泌與代謝,sources/114_1/0108_Q.pdf,14,14,keyword_candidates_require_tutor_review
114-1-0108-79,基礎醫學（包括解剖學、生理學與病理學）,放射藥物與核種製備;神經系統,sources/114_1/0108_Q.pdf,14,14,keyword_candidates_require_tutor_review
114-1-0108-80,基礎醫學（包括解剖學、生理學與病理學）,神經系統,sources/114_1/0108_Q.pdf,14,14,keyword_candidates_require_tutor_review
114-1-0601-01,醫學物理學與輻射安全,半衰期與活度,sources/114_1/0601_Q.pdf,1,1,keyword_candidates_require_tutor_review
114-1-0601-02,醫學物理學與輻射安全,核衰變與核種平衡;半衰期與活度;MRI原理與技術,sources/114_1/0601_Q.pdf,1,1,keyword_candidates_require_tutor_review
114-1-0601-03,醫學物理學與輻射安全,核衰變與核種平衡;半衰期與活度,sources/114_1/0601_Q.pdf,1,1,keyword_candidates_require_tutor_review
114-1-0601-04,醫學物理學與輻射安全,核衰變與核種平衡,sources/114_1/0601_Q.pdf,1,1,keyword_candidates_require_tutor_review
114-1-0601-05,醫學物理學與輻射安全,,sources/114_1/0601_Q.pdf,1,2,keyword_candidates_require_tutor_review
114-1-0601-06,醫學物理學與輻射安全,,sources/114_1/0601_Q.pdf,2,2,keyword_candidates_require_tutor_review
